symbol,date,set,setupId,readyTime,hour,localTrend,quality,score,reclaimLevelName,reclaimLevel,barsHoldingReclaim,hlConfirmed,relVol,distVwapAtr,emaAligned,extensionAtr,rr,targetSource,structuralTarget,riskPctOfPrice,structuralValidity,tradeEdge,outcome,R,mfeR,maeR,minutesHeld,exitReason,rootCause
"ARM","2026-08-31","BLIND","RECLAIM_CONTINUATION|שפל 14:31@240.64|14:44","14:55","14:00","UP","Good",7,"שפל 14:31",240.64,12,true,0.37,5.85,true,-0.77,1.56,"structural",true,0.158,"VALID","ACCEPTABLE","WIN",0.94,1.04,-0.68,35,"target1",""
"ARM","2026-09-01","BLIND","RECLAIM_CONTINUATION|VWAP@233.19|14:47","14:56","14:00","RANGE","Good",6,"VWAP",233.19,10,true,0.65,3.86,true,-0.2,1.69,"structural",true,0.265,"VALID","ACCEPTABLE","WIN",0.68,0.8,-0.18,13,"target1",""
"HOOD","2026-09-01","BLIND","RECLAIM_CONTINUATION|VWAP@105.09|09:55","09:57","09:00","RANGE","Good",6,"VWAP",105.09,3,true,0.34,0.51,true,-0.19,1.53,"structural",true,0.76,"VALID","ACCEPTABLE","WIN",1.43,1.43,-0.81,37,"target1",""
"HOOD","2026-09-02","BLIND","RECLAIM_CONTINUATION|שפל 13:56@105.81|14:02","14:23","14:00","RANGE","Good",6,"שפל 13:56",105.81,6,true,0.31,5.01,true,0.07,1.52,"structural",true,0.481,"VALID","ACCEPTABLE","WIN",1.42,1.68,-0.13,60,"target1",""
"HOOD","2026-09-03","BLIND","RECLAIM_CONTINUATION|שפל 12:31@122.67|12:45","12:56","12:00","RANGE","Good",6,"שפל 12:31",122.67,12,true,0.17,13.38,true,0.12,1.69,"structural",true,0.325,"VALID","ACCEPTABLE","WIN",0.84,0.97,-0.84,38,"target1",""
"SMCI","2026-09-01","BLIND","RECLAIM_CONTINUATION|VWAP@36.1|10:40","10:43","10:00","UP","Neutral",6,"VWAP",36.1,4,true,0.46,1.94,true,-0.24,1.85,"structural",true,0.552,"VALID","ACCEPTABLE","WIN",1.37,1.37,-0.42,37,"target1",""
"SMCI","2026-09-03","BLIND","RECLAIM_CONTINUATION|שפל 13:49@37.63|14:24","14:36","14:00","RANGE","Good",6,"שפל 13:49",37.63,13,true,0.67,15.79,true,-0.75,1.63,"structural",true,0.292,"VALID","ACCEPTABLE","WIN",0.61,0.75,-0.08,5,"target1",""
"SNOW","2026-08-31","BLIND","RECLAIM_CONTINUATION|שפל 13:01@326.48|13:11","13:23","13:00","RANGE","Neutral",6,"שפל 13:01",326.48,13,true,1.26,2.79,true,0.18,1.67,"structural",true,0.348,"VALID","ACCEPTABLE","WIN",1.36,1.66,-0.7,38,"target1",""
