symbol,date,source_rows,rth_bars,duplicates,missing_minutes,missing_list,malformed,ohlc_violations,zero_volume_rth,out_of_session,rows_1600,first,last,status
"GILD","2026-09-03",391,390,0,0,"",0,0,11,0,1,"09:30","16:00","COMPLETE"
"GILD","2026-09-04",391,390,0,0,"",0,0,2,0,1,"09:30","16:00","COMPLETE"
"GS","2026-09-01",390,390,0,0,"",0,0,6,0,0,"09:30","15:59","COMPLETE"
"GS","2026-09-02",390,390,0,0,"",0,0,3,0,0,"09:30","15:59","COMPLETE"
"GS","2026-09-03",391,390,0,0,"",0,0,1,0,1,"09:30","16:00","COMPLETE"
"GS","2026-09-04",391,390,0,0,"",0,0,6,0,1,"09:30","16:00","COMPLETE"
"HD","2026-09-01",390,390,0,0,"",0,0,0,0,0,"09:30","15:59","COMPLETE"
"HD","2026-09-02",390,390,0,0,"",0,0,0,0,0,"09:30","15:59","COMPLETE"
"HD","2026-09-03",391,390,0,0,"",0,0,1,0,1,"09:30","16:00","COMPLETE"
"HD","2026-09-04",391,390,0,0,"",0,0,0,0,1,"09:30","16:00","COMPLETE"
"HON","2026-09-01",390,390,0,0,"",0,0,11,0,0,"09:30","15:59","COMPLETE"
"HON","2026-09-02",390,390,0,0,"",0,0,4,0,0,"09:30","15:59","COMPLETE"
"HON","2026-09-03",391,390,0,0,"",0,0,13,0,1,"09:30","16:00","COMPLETE"
"HON","2026-09-04",391,390,0,0,"",0,0,10,0,1,"09:30","16:00","COMPLETE"
"IBM","2026-09-01",390,390,0,0,"",0,0,2,0,0,"09:30","15:59","COMPLETE"
"IBM","2026-09-02",390,390,0,0,"",0,0,1,0,0,"09:30","15:59","COMPLETE"
"IBM","2026-09-03",391,390,0,0,"",0,0,1,0,1,"09:30","16:00","COMPLETE"
"IBM","2026-09-04",391,390,0,0,"",0,0,0,0,1,"09:30","16:00","COMPLETE"
"ICE","2026-09-01",390,390,0,0,"",0,0,1,0,0,"09:30","15:59","COMPLETE"
"ICE","2026-09-02",390,390,0,0,"",0,0,4,0,0,"09:30","15:59","COMPLETE"
"ICE","2026-09-03",391,390,0,0,"",0,0,5,0,1,"09:30","16:00","COMPLETE"
"ICE","2026-09-04",391,390,0,0,"",0,0,6,0,1,"09:30","16:00","COMPLETE"
"INTU","2026-09-01",390,390,0,0,"",0,0,0,0,0,"09:30","15:59","COMPLETE"
"INTU","2026-09-02",390,390,0,0,"",0,0,1,0,0,"09:30","15:59","COMPLETE"
"INTU","2026-09-03",391,390,0,0,"",0,0,2,0,1,"09:30","16:00","COMPLETE"
"INTU","2026-09-04",391,390,0,0,"",0,0,0,0,1,"09:30","16:00","COMPLETE"
"ISRG","2026-09-01",390,390,0,0,"",0,0,1,0,0,"09:30","15:59","COMPLETE"
"ISRG","2026-09-02",390,390,0,0,"",0,0,3,0,0,"09:30","15:59","COMPLETE"
"ISRG","2026-09-03",391,390,0,0,"",0,0,2,0,1,"09:30","16:00","COMPLETE"
"ISRG","2026-09-04",391,390,0,0,"",0,0,1,0,1,"09:30","16:00","COMPLETE"
"JNJ","2026-09-01",390,390,0,0,"",0,0,0,0,0,"09:30","15:59","COMPLETE"
"JNJ","2026-09-02",390,390,0,0,"",0,0,0,0,0,"09:30","15:59","COMPLETE"
"JNJ","2026-09-03",391,390,0,0,"",0,0,3,0,1,"09:30","16:00","COMPLETE"
"JNJ","2026-09-04",391,390,0,0,"",0,0,2,0,1,"09:30","16:00","COMPLETE"
"JPM","2026-09-01",391,390,0,0,"",0,0,0,0,1,"09:30","16:00","COMPLETE"
"JPM","2026-09-02",391,390,0,0,"",0,0,0,0,1,"09:30","16:00","COMPLETE"
"JPM","2026-09-03",390,390,0,0,"",0,0,1,0,0,"09:30","15:59","COMPLETE"
"JPM","2026-09-04",391,390,0,0,"",0,0,0,0,1,"09:30","16:00","COMPLETE"
"KKR","2026-09-01",390,390,0,0,"",0,0,0,0,0,"09:30","15:59","COMPLETE"
"KKR","2026-09-02",390,390,0,0,"",0,0,1,0,0,"09:30","15:59","COMPLETE"
"KKR","2026-09-03",391,390,0,0,"",0,0,10,0,1,"09:30","16:00","COMPLETE"
"KKR","2026-09-04",391,390,0,0,"",0,0,5,0,1,"09:30","16:00","COMPLETE"
"KO","2026-09-01",390,390,0,0,"",0,0,0,0,0,"09:30","15:59","COMPLETE"
"KO","2026-09-02",390,390,0,0,"",0,0,0,0,0,"09:30","15:59","COMPLETE"
"KO","2026-09-03",391,390,0,0,"",0,0,1,0,1,"09:30","16:00","COMPLETE"
"KO","2026-09-04",391,390,0,0,"",0,0,0,0,1,"09:30","16:00","COMPLETE"
"LIN","2026-09-01",390,390,0,0,"",0,0,5,0,0,"09:30","15:59","COMPLETE"
"LIN","2026-09-02",390,390,0,0,"",0,0,16,0,0,"09:30","15:59","COMPLETE"
"LIN","2026-09-03",391,390,0,0,"",0,0,7,0,1,"09:30","16:00","COMPLETE"
"LIN","2026-09-04",391,390,0,0,"",0,0,14,0,1,"09:30","16:00","COMPLETE"
"LLY","2026-09-01",390,390,0,0,"",0,0,0,0,0,"09:30","15:59","COMPLETE"
"LLY","2026-09-02",390,390,0,0,"",0,0,1,0,0,"09:30","15:59","COMPLETE"
"LLY","2026-09-03",391,390,0,0,"",0,0,7,0,1,"09:30","16:00","COMPLETE"
"LLY","2026-09-04",391,390,0,0,"",0,0,0,0,1,"09:30","16:00","COMPLETE"
"LMT","2026-09-01",390,390,0,0,"",0,0,7,0,0,"09:30","15:59","COMPLETE"
"LMT","2026-09-02",390,390,0,0,"",0,0,2,0,0,"09:30","15:59","COMPLETE"
"LMT","2026-09-03",391,390,0,0,"",0,0,11,0,1,"09:30","16:00","COMPLETE"
"LMT","2026-09-04",391,390,0,0,"",0,0,2,0,1,"09:30","16:00","COMPLETE"
"LOW","2026-09-01",390,390,0,0,"",0,0,1,0,0,"09:30","15:59","COMPLETE"
"LOW","2026-09-02",390,390,0,0,"",0,0,2,0,0,"09:30","15:59","COMPLETE"
"LOW","2026-09-03",391,390,0,0,"",0,0,3,0,1,"09:30","16:00","COMPLETE"
"LOW","2026-09-04",391,390,0,0,"",0,0,0,0,1,"09:30","16:00","COMPLETE"
"LRCX","2026-09-01",390,390,0,0,"",0,0,0,0,0,"09:30","15:59","COMPLETE"
"LRCX","2026-09-02",390,390,0,0,"",0,0,0,0,0,"09:30","15:59","COMPLETE"
"LRCX","2026-09-03",390,390,0,0,"",0,0,1,0,0,"09:30","15:59","COMPLETE"
"LRCX","2026-09-04",391,390,0,0,"",0,0,1,0,1,"09:30","16:00","COMPLETE"
"MA","2026-09-01",390,390,0,0,"",0,0,0,0,0,"09:30","15:59","COMPLETE"
"MA","2026-09-02",390,390,0,0,"",0,0,0,0,0,"09:30","15:59","COMPLETE"
"MA","2026-09-03",391,390,0,0,"",0,0,1,0,1,"09:30","16:00","COMPLETE"
"MA","2026-09-04",391,390,0,0,"",0,0,0,0,1,"09:30","16:00","COMPLETE"
"MCD","2026-09-01",390,390,0,0,"",0,0,0,0,0,"09:30","15:59","COMPLETE"
"MCD","2026-09-02",390,390,0,0,"",0,0,0,0,0,"09:30","15:59","COMPLETE"
"MCD","2026-09-03",391,390,0,0,"",0,0,1,0,1,"09:30","16:00","COMPLETE"
"MCD","2026-09-04",391,390,0,0,"",0,0,1,0,1,"09:30","16:00","COMPLETE"
"MDLZ","2026-09-01",390,390,0,0,"",0,0,0,0,0,"09:30","15:59","COMPLETE"
"MDLZ","2026-09-02",390,390,0,0,"",0,0,0,0,0,"09:30","15:59","COMPLETE"
"MDLZ","2026-09-03",391,390,0,0,"",0,0,1,0,1,"09:30","16:00","COMPLETE"
"MDLZ","2026-09-04",391,390,0,0,"",0,0,0,0,1,"09:30","16:00","COMPLETE"
"MDT","2026-09-01",390,390,0,0,"",0,0,0,0,0,"09:30","15:59","COMPLETE"
"MDT","2026-09-02",390,390,0,0,"",0,0,1,0,0,"09:30","15:59","COMPLETE"
"MDT","2026-09-03",391,390,0,0,"",0,0,1,0,1,"09:30","16:00","COMPLETE"
"MDT","2026-09-04",391,390,0,0,"",0,0,0,0,1,"09:30","16:00","COMPLETE"
"MRK","2026-09-01",390,390,0,0,"",0,0,0,0,0,"09:30","15:59","COMPLETE"
"MRK","2026-09-02",390,390,0,0,"",0,0,0,0,0,"09:30","15:59","COMPLETE"
"MRK","2026-09-03",391,390,0,0,"",0,0,3,0,1,"09:30","16:00","COMPLETE"
