symbol,readyTime,entryTime,entryPrice,stop,t1,t2,rr,exitTime,exitReason,mfeR,maeR,R,minutesHeld,setupId
"WFC","14:17","14:18",88.84,88.75,89.02,89.33,"","14:35","stop",0.67,-1.28,-1,17,"RECLAIM_CONTINUATION|VWAP|START_14:06"
"TSLA","13:01","13:02",369.59,367.73,369.68,370.38,"","13:02","target1",0.22,-0.19,0.05,0,"RECLAIM_CONTINUATION|PIVOT_12:36|START_12:58"
"DDOG","15:45","15:46",208.39,208.02,208.93,209.02,"","15:51","target1",1.59,-0.14,1.46,5,"RECLAIM_CONTINUATION|VWAP|START_15:38"
