family,trades,wins,losses,winRate,avgR,medianR,expectancyR,pf,avgWinner,avgLoser,avgMfeR,avgMaeR,avgHold
"RECLAIM_CONTINUATION",18,8,10,44.4,-0.03,-0.19,-0.03,0.94,1.08,-0.92,0.72,-0.82,25
