symbol,date,time,open,high,low,close,volume
PANW,2026-08-28,09:30,377.26,378.52,374,374.59,261773
PANW,2026-08-28,09:31,375.59,375.59,366,368.205,91021
PANW,2026-08-28,09:32,367.87,370,367,367.9951,48742
PANW,2026-08-28,09:33,368.38,369.745,367.51,368.75,27417
PANW,2026-08-28,09:34,369.22,371.1399,366.955,367.01,47759
PANW,2026-08-28,09:35,366.955,368.15,366.3421,367.79,37574
PANW,2026-08-28,09:36,368.09,370.58,367.77,368.195,37919
PANW,2026-08-28,09:37,368.13,368.225,365.11,366.43,38313
PANW,2026-08-28,09:38,366.57,370.3495,366.57,369.31,27220
PANW,2026-08-28,09:39,369.43,370.05,368.035,368.035,19077
PANW,2026-08-28,09:40,368.1613,369.88,368.035,369.87,23062
PANW,2026-08-28,09:41,369.925,369.925,367.6,368.08,27034
PANW,2026-08-28,09:42,367.955,369.76,367.955,369.158,14815
PANW,2026-08-28,09:43,369.9,369.9,367.55,368.235,24938
PANW,2026-08-28,09:44,368.095,368.81,367.68,368.485,11419
PANW,2026-08-28,09:45,368.18,368.18,365.38,366.5346,36617
PANW,2026-08-28,09:46,366.9772,367.5,366.5,366.63,16599
PANW,2026-08-28,09:47,366.39,367.3692,366.36,366.71,13959
PANW,2026-08-28,09:48,367.07,367.355,366.3407,366.48,23201
PANW,2026-08-28,09:49,366.46,366.65,364.51,365.095,28230
PANW,2026-08-28,09:50,365.095,366.225,365.01,365.61,18356
PANW,2026-08-28,09:51,365.425,365.425,363.505,363.65,29183
PANW,2026-08-28,09:52,363.12,364.1849,362.571,362.81,23817
PANW,2026-08-28,09:53,362.715,363.9,362.57,363.49,23514
PANW,2026-08-28,09:54,363.68,364.01,362.88,364.01,15465
PANW,2026-08-28,09:55,363.96,363.985,361.76,361.76,35788
PANW,2026-08-28,09:56,361.655,362.2,361.34,362.095,31279
PANW,2026-08-28,09:57,362.095,362.82,361.51,361.675,20985
PANW,2026-08-28,09:58,361.58,361.97,360.2,360.76,28512
PANW,2026-08-28,09:59,361.04,361.26,359.75,360.42,34454
PANW,2026-08-28,10:00,360,360.74,359.77,360.26,12771
PANW,2026-08-28,10:01,360.19,360.6099,359.2,359.78,21224
PANW,2026-08-28,10:02,359.845,359.845,359.18,359.2718,16597
PANW,2026-08-28,10:03,359.4,359.7,357.85,357.85,38559
PANW,2026-08-28,10:04,357.72,358.3607,357.52,358.075,32939
PANW,2026-08-28,10:05,358.07,358.07,356.595,356.79,34879
PANW,2026-08-28,10:06,356.88,357.31,355.61,355.75,26009
PANW,2026-08-28,10:07,356.32,356.61,355.55,356.1196,23814
PANW,2026-08-28,10:08,355.9912,357.012,355.9,356.7,17651
PANW,2026-08-28,10:09,356.92,357.2324,355.88,356,29761
PANW,2026-08-28,10:10,356.655,356.92,356.0761,356.86,19218
PANW,2026-08-28,10:11,357.07,357.14,356.455,356.83,22273
PANW,2026-08-28,10:12,356.415,356.57,356,356.405,13936
PANW,2026-08-28,10:13,356.11,356.53,355.65,356.41,28381
PANW,2026-08-28,10:14,356.6,358,356.4025,357.81,21517
PANW,2026-08-28,10:15,357.83,358,357.36,357.73,37864
PANW,2026-08-28,10:16,357.62,357.75,356.37,356.555,24066
PANW,2026-08-28,10:17,356.7075,358.17,356.4098,358.16,23932
PANW,2026-08-28,10:18,358.215,359.56,357.99,358.69,40074
PANW,2026-08-28,10:19,358.4707,359.29,357.66,357.66,30896
PANW,2026-08-28,10:20,357.58,358.02,357.02,357.36,31435
PANW,2026-08-28,10:21,357.48,358.1099,356.7541,358.1099,33397
PANW,2026-08-28,10:22,358,358.63,357.715,358.185,17045
PANW,2026-08-28,10:23,358.41,358.68,358.07,358.68,16102
PANW,2026-08-28,10:24,358.6501,359.46,357.7701,359.46,20622
PANW,2026-08-28,10:25,359.6,359.6,358.45,358.725,11466
PANW,2026-08-28,10:26,358.825,359.9033,358.825,359.75,8864
PANW,2026-08-28,10:27,359.82,360,358.5799,358.705,40685
PANW,2026-08-28,10:28,358.845,360.46,358.845,360.31,13325
PANW,2026-08-28,10:29,360.255,360.3184,359.74,360.065,20498
PANW,2026-08-28,10:30,360.035,360.53,359.995,360.19,13649
PANW,2026-08-28,10:31,360.265,360.265,359.001,359.19,27017
PANW,2026-08-28,10:32,359.38,361.56,359.24,361.56,19745
PANW,2026-08-28,10:33,361.375,362.77,361.37,362.62,25994
PANW,2026-08-28,10:34,362.715,364.06,362.49,364.06,32532
PANW,2026-08-28,10:35,364.13,364.13,363.08,363.15,23022
PANW,2026-08-28,10:36,363.03,363.4,362.5371,362.78,20853
PANW,2026-08-28,10:37,363.0375,363.14,362.1286,363.14,21747
PANW,2026-08-28,10:38,363.39,364,363.39,363.8068,9524
PANW,2026-08-28,10:39,363.97,364.14,363.16,363.28,20840
PANW,2026-08-28,10:40,363,363.205,362.36,362.76,9186
PANW,2026-08-28,10:41,362.775,363.255,362.45,363.17,8867
PANW,2026-08-28,10:42,363.25,363.7099,362.885,363.395,7607
PANW,2026-08-28,10:43,363.44,363.98,363.18,363.955,11539
PANW,2026-08-28,10:44,363.91,364.14,362.64,363.07,12451
PANW,2026-08-28,10:45,363.06,363.74,362.855,363.57,14854
