symbol,date,time,open,high,low,close,volume
VRTX,2026-09-08,09:30,528.285,530.37,520.2,522.06,53120
VRTX,2026-09-08,09:31,522.5716,525.66,522.38,522.38,3646
VRTX,2026-09-08,09:32,523.58,525,521.22,523.205,2394
VRTX,2026-09-08,09:33,524.56,524.56,523,523.01,947
VRTX,2026-09-08,09:34,523.01,524.17,521.68,523,5077
VRTX,2026-09-08,09:35,524.1699,525.52,523.585,524.945,5522
VRTX,2026-09-08,09:36,525,528.805,525,527.91,3595
VRTX,2026-09-08,09:37,527.875,528.01,526.44,528.01,6755
VRTX,2026-09-08,09:38,528.395,529.3,528.25,528.4,4030
VRTX,2026-09-08,09:39,527.735,527.96,527.43,527.8,1427
VRTX,2026-09-08,09:40,527.9722,528.4,527.25,527.365,6470
VRTX,2026-09-08,09:41,527.345,529.86,527.345,529.86,3751
VRTX,2026-09-08,09:42,529.91,532.84,529.62,532.84,2359
VRTX,2026-09-08,09:43,532.19,532.9,530.965,531.0737,1691
VRTX,2026-09-08,09:44,530.24,533.1,530.24,533.1,949
VRTX,2026-09-08,09:45,532.225,533.2399,532.01,532.5,2169
VRTX,2026-09-08,09:46,533.24,534.6,533.24,534.3,3284
VRTX,2026-09-08,09:47,534.73,534.99,534.22,534.22,1249
VRTX,2026-09-08,09:48,534.2,534.687,533.8225,534.075,864
VRTX,2026-09-08,09:49,534.98,534.98,532.295,532.3475,2825
VRTX,2026-09-08,09:50,532.355,532.91,532,532.32,882
VRTX,2026-09-08,09:51,532.31,532.31,531.985,532.24,907
VRTX,2026-09-08,09:52,532.3725,532.95,531.74,532.535,2797
VRTX,2026-09-08,09:53,532.4734,532.595,532.12,532.34,1227
VRTX,2026-09-08,09:54,532.3275,532.48,531.71,532.47,1804
VRTX,2026-09-08,09:55,532.49,532.49,531.915,531.915,1721
VRTX,2026-09-08,09:56,531.79,531.79,531.6601,531.6601,559
VRTX,2026-09-08,09:57,531.36,532.56,531.3,532.56,781
VRTX,2026-09-08,09:58,532.46,533.566,532.46,532.54,633
VRTX,2026-09-08,09:59,532.55,533.66,532.55,533.66,2159
VRTX,2026-09-08,10:00,533.12,533.62,532.655,533.52,1562
VRTX,2026-09-08,10:01,533.58,533.71,532.58,532.58,3869
VRTX,2026-09-08,10:02,532.2,532.2,531.31,531.43,4100
VRTX,2026-09-08,10:03,531.67,531.83,531.67,531.725,536
VRTX,2026-09-08,10:04,532.18,533.115,531.725,533.11,2456
VRTX,2026-09-08,10:05,533.115,533.65,533.051,533.65,2382
VRTX,2026-09-08,10:06,533.6,533.925,533.36,533.36,865
VRTX,2026-09-08,10:07,533.84,534.28,533.54,533.61,2091
VRTX,2026-09-08,10:08,533,533.25,532.16,532.7,2778
VRTX,2026-09-08,10:09,532.35,532.35,531.9051,531.9051,1023
VRTX,2026-09-08,10:10,532.17,532.17,531.0101,531.4175,4514
VRTX,2026-09-08,10:11,531.4125,532.66,531.355,532.66,3096
VRTX,2026-09-08,10:12,532.14,532.145,531.67,532.12,1733
VRTX,2026-09-08,10:13,531.2201,532.54,531.2201,532.54,950
VRTX,2026-09-08,10:14,532.3522,533.53,532.3522,533.35,2456
VRTX,2026-09-08,10:15,533.7799,533.7799,533.29,533.33,1191
VRTX,2026-09-08,10:16,532.6499,532.6499,532.205,532.265,1352
VRTX,2026-09-08,10:17,532.77,533.38,532.755,533.13,6354
VRTX,2026-09-08,10:18,533.22,533.22,532.775,532.775,715
VRTX,2026-09-08,10:19,532.78,532.83,532.001,532.5,2675
VRTX,2026-09-08,10:20,532.59,532.93,532.59,532.93,522
VRTX,2026-09-08,10:21,532.9,532.98,532.17,532.355,2704
VRTX,2026-09-08,10:22,532.39,532.42,532.39,532.41,1051
VRTX,2026-09-08,10:23,532.03,532.315,531.88,531.88,2692
VRTX,2026-09-08,10:24,531.77,531.99,531.63,531.915,1289
VRTX,2026-09-08,10:25,531.645,531.645,531.5,531.5,963
VRTX,2026-09-08,10:26,531.18,531.56,531.18,531.56,1278
VRTX,2026-09-08,10:27,531.81,531.81,531.3642,531.3642,1002
VRTX,2026-09-08,10:28,531.25,531.25,531.25,531.25,850
VRTX,2026-09-08,10:29,531.145,531.77,531.085,531.77,2080
VRTX,2026-09-08,10:30,531.61,532.525,531.605,532.08,18119
VRTX,2026-09-08,10:31,531.79,532.93,531.745,532.92,17499
VRTX,2026-09-08,10:32,532.83,533.07,532.83,532.93,1557
