symbol,date,time,open,high,low,close,volume
APP,2026-09-02,09:30,307.54,311,307.3,310.935,110277
APP,2026-09-02,09:31,310.56,310.56,306.19,307.36,32697
APP,2026-09-02,09:32,307.36,309.3282,306.7401,308.965,22362
APP,2026-09-02,09:33,308.965,308.965,306.91,308.01,13220
APP,2026-09-02,09:34,308.01,308.3799,307.38,307.38,13025
APP,2026-09-02,09:35,307,307.88,306.57,307.31,14564
APP,2026-09-02,09:36,307.12,307.89,305.67,307.065,25211
APP,2026-09-02,09:37,307.195,307.38,306.65,306.8123,9397
APP,2026-09-02,09:38,306.75,307.53,306.275,307.445,9514
APP,2026-09-02,09:39,307.37,308.28,307.37,308.28,4618
APP,2026-09-02,09:40,308.32,309.03,307.89,308.51,14770
APP,2026-09-02,09:41,308.51,309,307.92,308.8,9634
APP,2026-09-02,09:42,309.09,310.535,308.6905,310.49,16269
APP,2026-09-02,09:43,310.32,310.99,310.15,310.2457,10788
APP,2026-09-02,09:44,310.35,310.51,309.82,309.82,5140
APP,2026-09-02,09:45,310.13,310.13,307.88,308.075,22908
APP,2026-09-02,09:46,307.835,308.97,307.6925,308.61,8087
APP,2026-09-02,09:47,308.945,309.61,308.935,309.61,7954
APP,2026-09-02,09:48,309.685,310.953,309.57,310.61,11433
APP,2026-09-02,09:49,310.455,310.7799,310.12,310.21,7446
APP,2026-09-02,09:50,310.16,310.81,310.11,310.8064,5114
APP,2026-09-02,09:51,310.8918,310.8918,310.215,310.4198,9347
APP,2026-09-02,09:52,310.52,310.585,309.6267,310.17,7957
APP,2026-09-02,09:53,310.17,311.53,310.17,311.185,12407
APP,2026-09-02,09:54,311.16,312.06,311.12,312.005,10243
APP,2026-09-02,09:55,311.98,312.57,311.34,311.38,20481
APP,2026-09-02,09:56,311.33,312.09,311.15,312.0725,10496
APP,2026-09-02,09:57,312.115,312.115,311.1165,311.35,16852
APP,2026-09-02,09:58,311.345,311.9099,310.645,311.34,16839
APP,2026-09-02,09:59,311.48,311.66,311.111,311.4999,8099
APP,2026-09-02,10:00,311.02,311.19,310,310.27,17475
APP,2026-09-02,10:01,310.28,310.67,309.73,309.975,14411
APP,2026-09-02,10:02,309.81,309.81,309.555,309.63,7249
APP,2026-09-02,10:03,309.83,310.39,309.71,310,10621
APP,2026-09-02,10:04,310.1105,310.5699,309.84,310.33,9155
APP,2026-09-02,10:05,310.64,312.72,310.53,312.68,14548
APP,2026-09-02,10:06,312.61,312.61,311.45,311.8255,15432
APP,2026-09-02,10:07,311.44,311.55,310.84,311.51,10252
APP,2026-09-02,10:08,311.51,311.7,311.17,311.4809,18252
APP,2026-09-02,10:09,311.5647,311.92,310.2115,310.685,9681
APP,2026-09-02,10:10,310.685,311.0299,310.49,310.99,5838
APP,2026-09-02,10:11,311.045,311.54,311.0201,311.0201,4206
APP,2026-09-02,10:12,311.02,311.02,310.14,310.1401,4139
APP,2026-09-02,10:13,310.485,311.77,310.2001,311.44,5670
APP,2026-09-02,10:14,311.425,311.43,309.51,310.01,29785
APP,2026-09-02,10:15,310.08,310.325,309.905,310.215,6561
APP,2026-09-02,10:16,310.215,310.82,310.17,310.29,10657
APP,2026-09-02,10:17,310.315,311.045,310.27,310.8499,14415
APP,2026-09-02,10:18,310.6351,310.6351,309.99,309.99,5735
APP,2026-09-02,10:19,309.845,311.03,309.845,310.85,29530
APP,2026-09-02,10:20,310.77,311.6,310.62,311.6,10212
APP,2026-09-02,10:21,311.6,312.61,311.43,312.6031,15543
APP,2026-09-02,10:22,312.515,313.13,312.51,313.05,19290
APP,2026-09-02,10:23,313.0952,314.09,313.08,314.09,26716
APP,2026-09-02,10:24,313.895,313.895,312.9701,313.02,12183
APP,2026-09-02,10:25,312.71,312.94,312.51,312.78,9754
APP,2026-09-02,10:26,312.8906,313.22,312.57,312.765,10346
APP,2026-09-02,10:27,312.57,313,312.5501,312.8325,4437
APP,2026-09-02,10:28,312.7701,313.07,312.74,312.99,6455
APP,2026-09-02,10:29,313.05,313.06,312.55,312.65,6806
APP,2026-09-02,10:30,312.65,312.65,310.86,311.33,15707
APP,2026-09-02,10:31,311.6,311.6,311,311.07,3344
APP,2026-09-02,10:32,311.03,311.2999,310.26,310.34,7133
APP,2026-09-02,10:33,310.29,310.29,309.5101,310.265,8541
APP,2026-09-02,10:34,310.265,310.37,310.11,310.37,2085
APP,2026-09-02,10:35,310.5,310.58,310.29,310.58,7366
APP,2026-09-02,10:36,310.57,310.9792,310.4527,310.79,5641
APP,2026-09-02,10:37,310.8,310.9086,310.2,310.555,21383
APP,2026-09-02,10:38,310.455,310.59,310.26,310.26,2080
APP,2026-09-02,10:39,310.26,310.44,310.01,310.44,3305
APP,2026-09-02,10:40,310.29,311.04,310.29,310.875,4105
APP,2026-09-02,10:41,310.875,310.875,310.6,310.75,3822
APP,2026-09-02,10:42,310.64,310.68,310.38,310.5925,3082
APP,2026-09-02,10:43,310.59,311.11,310.36,311.11,7616
APP,2026-09-02,10:44,311.15,311.26,310.9,311.01,4125
APP,2026-09-02,10:45,310.93,311.2,310.93,311.02,3121
APP,2026-09-02,10:46,310.89,310.89,310.2,310.425,3820
APP,2026-09-02,10:47,310.23,310.5,310.0774,310.435,3722
