symbol,date,status,reason,expected,unique,coverage,missing,dupes,first,last,missingList,dupeList
"HON","2026-09-15","FULL","",390,390,100,0,0,"09:30","15:59","",""
"HON","2026-09-16","FULL","",390,390,100,0,0,"09:30","15:59","",""
"HOOD","2026-09-08","FULL","",390,390,100,0,0,"09:30","15:59","",""
"HOOD","2026-09-09","FULL","",390,390,100,0,0,"09:30","15:59","",""
"HOOD","2026-09-10","FULL","",390,390,100,0,0,"09:30","15:59","",""
"HOOD","2026-09-11","FULL","",390,390,100,0,0,"09:30","15:59","",""
"HOOD","2026-09-14","FULL","",390,390,100,0,0,"09:30","15:59","",""
"HOOD","2026-09-15","FULL","",390,390,100,0,0,"09:30","15:59","",""
"HOOD","2026-09-16","FULL","",390,390,100,0,0,"09:30","15:59","",""
"IBM","2026-09-08","FULL","",390,390,100,0,0,"09:30","15:59","",""
"IBM","2026-09-09","FULL","",390,390,100,0,0,"09:30","15:59","",""
"IBM","2026-09-10","FULL","",390,390,100,0,0,"09:30","15:59","",""
"IBM","2026-09-11","FULL","",390,390,100,0,0,"09:30","15:59","",""
"IBM","2026-09-14","FULL","",390,390,100,0,0,"09:30","15:59","",""
"IBM","2026-09-15","FULL","",390,390,100,0,0,"09:30","15:59","",""
"IBM","2026-09-16","FULL","",390,390,100,0,0,"09:30","15:59","",""
"ICE","2026-09-08","FULL","",390,390,100,0,0,"09:30","15:59","",""
"ICE","2026-09-09","FULL","",390,390,100,0,0,"09:30","15:59","",""
"ICE","2026-09-10","FULL","",390,390,100,0,0,"09:30","15:59","",""
"ICE","2026-09-11","PARTIAL","1 duplicate timestamps",390,390,100,0,1,"09:30","15:59","","09:30"
"ICE","2026-09-14","FULL","",390,390,100,0,0,"09:30","15:59","",""
"ICE","2026-09-15","FULL","",390,390,100,0,0,"09:30","15:59","",""
"INTC","2026-09-08","FULL","",390,390,100,0,0,"09:30","15:59","",""
"INTC","2026-09-09","FULL","",390,390,100,0,0,"09:30","15:59","",""
"INTC","2026-09-10","FULL","",390,390,100,0,0,"09:30","15:59","",""
"INTC","2026-09-11","FULL","",390,390,100,0,0,"09:30","15:59","",""
"INTC","2026-09-14","FULL","",390,390,100,0,0,"09:30","15:59","",""
"INTC","2026-09-15","FULL","",390,390,100,0,0,"09:30","15:59","",""
"INTU","2026-09-08","FULL","",390,390,100,0,0,"09:30","15:59","",""
"INTU","2026-09-09","FULL","",390,390,100,0,0,"09:30","15:59","",""
"INTU","2026-09-10","FULL","",390,390,100,0,0,"09:30","15:59","",""
"INTU","2026-09-11","FULL","",390,390,100,0,0,"09:30","15:59","",""
"INTU","2026-09-14","FULL","",390,390,100,0,0,"09:30","15:59","",""
"INTU","2026-09-15","FULL","",390,390,100,0,0,"09:30","15:59","",""
"INTU","2026-09-16","FULL","",390,390,100,0,0,"09:30","15:59","",""
"ISRG","2026-09-08","FULL","",390,390,100,0,0,"09:30","15:59","",""
"ISRG","2026-09-09","FULL","",390,390,100,0,0,"09:30","15:59","",""
"ISRG","2026-09-10","FULL","",390,390,100,0,0,"09:30","15:59","",""
"ISRG","2026-09-11","FULL","",390,390,100,0,0,"09:30","15:59","",""
"ISRG","2026-09-14","FULL","",390,390,100,0,0,"09:30","15:59","",""
"ISRG","2026-09-15","FULL","",390,390,100,0,0,"09:30","15:59","",""
"ISRG","2026-09-16","FULL","",390,390,100,0,0,"09:30","15:59","",""
"JNJ","2026-09-08","FULL","",390,390,100,0,0,"09:30","15:59","",""
"JNJ","2026-09-09","FULL","",390,390,100,0,0,"09:30","15:59","",""
"JNJ","2026-09-10","FULL","",390,390,100,0,0,"09:30","15:59","",""
"JNJ","2026-09-11","FULL","",390,390,100,0,0,"09:30","15:59","",""
"JNJ","2026-09-14","FULL","",390,390,100,0,0,"09:30","15:59","",""
"JNJ","2026-09-15","FULL","",390,390,100,0,0,"09:30","15:59","",""
"JNJ","2026-09-16","FULL","",390,390,100,0,0,"09:30","15:59","",""
"JPM","2026-09-08","FULL","",390,390,100,0,0,"09:30","15:59","",""
"JPM","2026-09-09","FULL","",390,390,100,0,0,"09:30","15:59","",""
"JPM","2026-09-10","FULL","",390,390,100,0,0,"09:30","15:59","",""
"JPM","2026-09-11","FULL","",390,390,100,0,0,"09:30","15:59","",""
"JPM","2026-09-14","FULL","",390,390,100,0,0,"09:30","15:59","",""
"JPM","2026-09-15","FULL","",390,390,100,0,0,"09:30","15:59","",""
"JPM","2026-09-16","FULL","",390,390,100,0,0,"09:30","15:59","",""
"KKR","2026-09-08","FULL","",390,390,100,0,0,"09:30","15:59","",""
"KKR","2026-09-09","FULL","",390,390,100,0,0,"09:30","15:59","",""
"KKR","2026-09-10","FULL","",390,390,100,0,0,"09:30","15:59","",""
"KKR","2026-09-11","PARTIAL","2 duplicate timestamps",390,390,100,0,2,"09:30","15:59","","12:26 13:13"
"KKR","2026-09-14","FULL","",390,390,100,0,0,"09:30","15:59","",""
"KKR","2026-09-15","FULL","",390,390,100,0,0,"09:30","15:59","",""
"KLAC","2026-09-08","FULL","",390,390,100,0,0,"09:30","15:59","",""
"KLAC","2026-09-09","FULL","",390,390,100,0,0,"09:30","15:59","",""
"KLAC","2026-09-10","FULL","",390,390,100,0,0,"09:30","15:59","",""
"KLAC","2026-09-11","FULL","",390,390,100,0,0,"09:30","15:59","",""
"KLAC","2026-09-14","FULL","",390,390,100,0,0,"09:30","15:59","",""
"KLAC","2026-09-15","FULL","",390,390,100,0,0,"09:30","15:59","",""
"KO","2026-09-08","FULL","",390,390,100,0,0,"09:30","15:59","",""
"KO","2026-09-09","FULL","",390,390,100,0,0,"09:30","15:59","",""
"KO","2026-09-10","FULL","",390,390,100,0,0,"09:30","15:59","",""
"KO","2026-09-11","FULL","",390,390,100,0,0,"09:30","15:59","",""
"KO","2026-09-14","FULL","",390,390,100,0,0,"09:30","15:59","",""
"KO","2026-09-15","FULL","",390,390,100,0,0,"09:30","15:59","",""
"KO","2026-09-16","FULL","",390,390,100,0,0,"09:30","15:59","",""
"LIN","2026-09-08","FULL","",390,390,100,0,0,"09:30","15:59","",""
"LIN","2026-09-09","FULL","",390,390,100,0,0,"09:30","15:59","",""
"LIN","2026-09-10","FULL","",390,390,100,0,0,"09:30","15:59","",""
"LIN","2026-09-11","FULL","",390,390,100,0,0,"09:30","15:59","",""
"LIN","2026-09-14","FULL","",390,390,100,0,0,"09:30","15:59","",""
"LIN","2026-09-15","FULL","",390,390,100,0,0,"09:30","15:59","",""
"LIN","2026-09-16","FULL","",390,390,100,0,0,"09:30","15:59","",""
"LLY","2026-09-08","FULL","",390,390,100,0,0,"09:30","15:59","",""
"LLY","2026-09-09","FULL","",390,390,100,0,0,"09:30","15:59","",""
"LLY","2026-09-10","FULL","",390,390,100,0,0,"09:30","15:59","",""
"LLY","2026-09-11","FULL","",390,390,100,0,0,"09:30","15:59","",""
"LLY","2026-09-14","FULL","",390,390,100,0,0,"09:30","15:59","",""
"LLY","2026-09-15","FULL","",390,390,100,0,0,"09:30","15:59","",""
"LLY","2026-09-16","FULL","",390,390,100,0,0,"09:30","15:59","",""
"LMT","2026-09-08","FULL","",390,390,100,0,0,"09:30","15:59","",""
"LMT","2026-09-09","PARTIAL","1 duplicate timestamps",390,390,100,0,1,"09:30","15:59","","11:37"
"LMT","2026-09-10","FULL","",390,390,100,0,0,"09:30","15:59","",""
"LMT","2026-09-11","PARTIAL","1 duplicate timestamps",390,390,100,0,1,"09:30","15:59","","12:57"
"LMT","2026-09-14","FULL","",390,390,100,0,0,"09:30","15:59","",""
"LMT","2026-09-15","FULL","",390,390,100,0,0,"09:30","15:59","",""
"LOW","2026-09-08","FULL","",390,390,100,0,0,"09:30","15:59","",""
"LOW","2026-09-09","FULL","",390,390,100,0,0,"09:30","15:59","",""
"LOW","2026-09-10","FULL","",390,390,100,0,0,"09:30","15:59","",""
"LOW","2026-09-11","FULL","",390,390,100,0,0,"09:30","15:59","",""
"LOW","2026-09-14","FULL","",390,390,100,0,0,"09:30","15:59","",""
"LOW","2026-09-15","FULL","",390,390,100,0,0,"09:30","15:59","",""
"LRCX","2026-09-08","FULL","",390,390,100,0,0,"09:30","15:59","",""
"LRCX","2026-09-09","FULL","",390,390,100,0,0,"09:30","15:59","",""
"LRCX","2026-09-10","FULL","",390,390,100,0,0,"09:30","15:59","",""
"LRCX","2026-09-11","FULL","",390,390,100,0,0,"09:30","15:59","",""
"LRCX","2026-09-14","FULL","",390,390,100,0,0,"09:30","15:59","",""
"LRCX","2026-09-15","FULL","",390,390,100,0,0,"09:30","15:59","",""
"LRCX","2026-09-16","FULL","",390,390,100,0,0,"09:30","15:59","",""
"MA","2026-09-08","FULL","",390,390,100,0,0,"09:30","15:59","",""
"MA","2026-09-09","FULL","",390,390,100,0,0,"09:30","15:59","",""
"MA","2026-09-10","FULL","",390,390,100,0,0,"09:30","15:59","",""
"MA","2026-09-11","FULL","",390,390,100,0,0,"09:30","15:59","",""
"MA","2026-09-14","FULL","",390,390,100,0,0,"09:30","15:59","",""
"MA","2026-09-15","FULL","",390,390,100,0,0,"09:30","15:59","",""
"MA","2026-09-16","FULL","",390,390,100,0,0,"09:30","15:59","",""
"MCD","2026-09-08","FULL","",390,390,100,0,0,"09:30","15:59","",""
"MCD","2026-09-09","FULL","",390,390,100,0,0,"09:30","15:59","",""
"MCD","2026-09-10","FULL","",390,390,100,0,0,"09:30","15:59","",""
"MCD","2026-09-11","FULL","",390,390,100,0,0,"09:30","15:59","",""
"MCD","2026-09-14","FULL","",390,390,100,0,0,"09:30","15:59","",""
"MCD","2026-09-15","FULL","",390,390,100,0,0,"09:30","15:59","",""
"MCD","2026-09-16","FULL","",390,390,100,0,0,"09:30","15:59","",""
"MDLZ","2026-09-08","FULL","",390,390,100,0,0,"09:30","15:59","",""
"MDLZ","2026-09-09","FULL","",390,390,100,0,0,"09:30","15:59","",""
"MDLZ","2026-09-10","FULL","",390,390,100,0,0,"09:30","15:59","",""
"MDLZ","2026-09-11","FULL","",390,390,100,0,0,"09:30","15:59","",""
"MDLZ","2026-09-14","FULL","",390,390,100,0,0,"09:30","15:59","",""
"MDLZ","2026-09-15","FULL","",390,390,100,0,0,"09:30","15:59","",""
"MDT","2026-09-08","FULL","",390,390,100,0,0,"09:30","15:59","",""
"MDT","2026-09-09","FULL","",390,390,100,0,0,"09:30","15:59","",""
"MDT","2026-09-10","FULL","",390,390,100,0,0,"09:30","15:59","",""
"MDT","2026-09-11","FULL","",390,390,100,0,0,"09:30","15:59","",""
"MDT","2026-09-14","FULL","",390,390,100,0,0,"09:30","15:59","",""
"MDT","2026-09-15","FULL","",390,390,100,0,0,"09:30","15:59","",""
"META","2026-09-08","FULL","",390,390,100,0,0,"09:30","15:59","",""
"META","2026-09-09","FULL","",390,390,100,0,0,"09:30","15:59","",""
"META","2026-09-10","FULL","",390,390,100,0,0,"09:30","15:59","",""
"META","2026-09-11","FULL","",390,390,100,0,0,"09:30","15:59","",""
"META","2026-09-14","FULL","",390,390,100,0,0,"09:30","15:59","",""
"META","2026-09-15","FULL","",390,390,100,0,0,"09:30","15:59","",""
"META","2026-09-16","FULL","",390,390,100,0,0,"09:30","15:59","",""
"MRK","2026-09-08","FULL","",390,390,100,0,0,"09:30","15:59","",""
"MRK","2026-09-09","FULL","",390,390,100,0,0,"09:30","15:59","",""
"MRK","2026-09-10","FULL","",390,390,100,0,0,"09:30","15:59","",""
"MRK","2026-09-11","FULL","",390,390,100,0,0,"09:30","15:59","",""
"MRK","2026-09-14","FULL","",390,390,100,0,0,"09:30","15:59","",""
"MRK","2026-09-15","FULL","",390,390,100,0,0,"09:30","15:59","",""
"MRK","2026-09-16","FULL","",390,390,100,0,0,"09:30","15:59","",""
"MRSH","2026-09-08","FULL","",390,390,100,0,0,"09:30","15:59","",""
"MRSH","2026-09-09","PARTIAL","1 duplicate timestamps",390,390,100,0,1,"09:30","15:59","","13:37"
"MRSH","2026-09-10","FULL","",390,390,100,0,0,"09:30","15:59","",""
"MRSH","2026-09-11","FULL","",390,390,100,0,0,"09:30","15:59","",""
"MRSH","2026-09-14","FULL","",390,390,100,0,0,"09:30","15:59","",""
"MRSH","2026-09-15","FULL","",390,390,100,0,0,"09:30","15:59","",""
"MRVL","2026-09-08","FULL","",390,390,100,0,0,"09:30","15:59","",""
"MRVL","2026-09-09","FULL","",390,390,100,0,0,"09:30","15:59","",""
"MRVL","2026-09-10","FULL","",390,390,100,0,0,"09:30","15:59","",""
"MRVL","2026-09-11","FULL","",390,390,100,0,0,"09:30","15:59","",""
"MRVL","2026-09-14","FULL","",390,390,100,0,0,"09:30","15:59","",""
"MRVL","2026-09-15","FULL","",390,390,100,0,0,"09:30","15:59","",""
"MRVL","2026-09-16","FULL","",390,390,100,0,0,"09:30","15:59","",""
"MS","2026-09-08","FULL","",390,390,100,0,0,"09:30","15:59","",""
"MS","2026-09-09","FULL","",390,390,100,0,0,"09:30","15:59","",""
"MS","2026-09-10","FULL","",390,390,100,0,0,"09:30","15:59","",""
"MS","2026-09-11","FULL","",390,390,100,0,0,"09:30","15:59","",""
"MS","2026-09-14","FULL","",390,390,100,0,0,"09:30","15:59","",""
"MS","2026-09-15","FULL","",390,390,100,0,0,"09:30","15:59","",""
"MS","2026-09-16","FULL","",390,390,100,0,0,"09:30","15:59","",""
"MSFT","2026-09-08","FULL","",390,390,100,0,0,"09:30","15:59","",""
"MSFT","2026-09-09","FULL","",390,390,100,0,0,"09:30","15:59","",""
"MSFT","2026-09-10","FULL","",390,390,100,0,0,"09:30","15:59","",""
"MSFT","2026-09-11","FULL","",390,390,100,0,0,"09:30","15:59","",""
"MSFT","2026-09-14","FULL","",390,390,100,0,0,"09:30","15:59","",""
"MSFT","2026-09-15","FULL","",390,390,100,0,0,"09:30","15:59","",""
"MSFT","2026-09-16","FULL","",390,390,100,0,0,"09:30","15:59","",""
"MSTR","2026-09-08","FULL","",390,390,100,0,0,"09:30","15:59","",""
"MSTR","2026-09-09","FULL","",390,390,100,0,0,"09:30","15:59","",""
"MSTR","2026-09-10","FULL","",390,390,100,0,0,"09:30","15:59","",""
"MSTR","2026-09-11","FULL","",390,390,100,0,0,"09:30","15:59","",""
"MSTR","2026-09-14","FULL","",390,390,100,0,0,"09:30","15:59","",""
"MSTR","2026-09-15","FULL","",390,390,100,0,0,"09:30","15:59","",""
"MSTR","2026-09-16","FULL","",390,390,100,0,0,"09:30","15:59","",""
"MU","2026-09-08","FULL","",390,390,100,0,0,"09:30","15:59","",""
"MU","2026-09-09","FULL","",390,390,100,0,0,"09:30","15:59","",""
"MU","2026-09-10","FULL","",390,390,100,0,0,"09:30","15:59","",""
"MU","2026-09-11","FULL","",390,390,100,0,0,"09:30","15:59","",""
"MU","2026-09-14","FULL","",390,390,100,0,0,"09:30","15:59","",""
"MU","2026-09-15","FULL","",390,390,100,0,0,"09:30","15:59","",""
"NEE","2026-09-08","FULL","",390,390,100,0,0,"09:30","15:59","",""
"NEE","2026-09-09","FULL","",390,390,100,0,0,"09:30","15:59","",""
"NEE","2026-09-10","FULL","",390,390,100,0,0,"09:30","15:59","",""
"NEE","2026-09-11","FULL","",390,390,100,0,0,"09:30","15:59","",""
"NEE","2026-09-14","FULL","",390,390,100,0,0,"09:30","15:59","",""
"NEE","2026-09-15","FULL","",390,390,100,0,0,"09:30","15:59","",""
"NEE","2026-09-16","FULL","",390,390,100,0,0,"09:30","15:59","",""
"NFLX","2026-09-08","FULL","",390,390,100,0,0,"09:30","15:59","",""
"NFLX","2026-09-09","FULL","",390,390,100,0,0,"09:30","15:59","",""
"NFLX","2026-09-10","FULL","",390,390,100,0,0,"09:30","15:59","",""
"NFLX","2026-09-11","FULL","",390,390,100,0,0,"09:30","15:59","",""
"NFLX","2026-09-14","FULL","",390,390,100,0,0,"09:30","15:59","",""
"NFLX","2026-09-15","FULL","",390,390,100,0,0,"09:30","15:59","",""
"NFLX","2026-09-16","FULL","",390,390,100,0,0,"09:30","15:59","",""
"NOW","2026-09-08","FULL","",390,390,100,0,0,"09:30","15:59","",""
"NOW","2026-09-09","FULL","",390,390,100,0,0,"09:30","15:59","",""
"NOW","2026-09-10","FULL","",390,390,100,0,0,"09:30","15:59","",""
"NOW","2026-09-11","FULL","",390,390,100,0,0,"09:30","15:59","",""
"NOW","2026-09-14","FULL","",390,390,100,0,0,"09:30","15:59","",""
"NOW","2026-09-15","FULL","",390,390,100,0,0,"09:30","15:59","",""
"NOW","2026-09-16","FULL","",390,390,100,0,0,"09:30","15:59","",""
"NVDA","2026-09-08","FULL","",390,390,100,0,0,"09:30","15:59","",""
"NVDA","2026-09-09","FULL","",390,390,100,0,0,"09:30","15:59","",""
"NVDA","2026-09-10","FULL","",390,390,100,0,0,"09:30","15:59","",""
"NVDA","2026-09-11","FULL","",390,390,100,0,0,"09:30","15:59","",""
"NVDA","2026-09-14","FULL","",390,390,100,0,0,"09:30","15:59","",""
"NVDA","2026-09-15","FULL","",390,390,100,0,0,"09:30","15:59","",""
"NVDA","2026-09-16","FULL","",390,390,100,0,0,"09:30","15:59","",""
"ORCL","2026-09-08","FULL","",390,390,100,0,0,"09:30","15:59","",""
"ORCL","2026-09-09","FULL","",390,390,100,0,0,"09:30","15:59","",""
"ORCL","2026-09-10","FULL","",390,390,100,0,0,"09:30","15:59","",""
"ORCL","2026-09-11","FULL","",390,390,100,0,0,"09:30","15:59","",""
"ORCL","2026-09-14","FULL","",390,390,100,0,0,"09:30","15:59","",""
"ORCL","2026-09-15","FULL","",390,390,100,0,0,"09:30","15:59","",""
"ORCL","2026-09-16","FULL","",390,390,100,0,0,"09:30","15:59","",""
"PANW","2026-09-08","FULL","",390,390,100,0,0,"09:30","15:59","",""
"PANW","2026-09-09","FULL","",390,390,100,0,0,"09:30","15:59","",""
"PANW","2026-09-10","FULL","",390,390,100,0,0,"09:30","15:59","",""
"PANW","2026-09-11","FULL","",390,390,100,0,0,"09:30","15:59","",""
"PANW","2026-09-14","FULL","",390,390,100,0,0,"09:30","15:59","",""
"PANW","2026-09-15","FULL","",390,390,100,0,0,"09:30","15:59","",""
"PEP","2026-09-08","FULL","",390,390,100,0,0,"09:30","15:59","",""
"PEP","2026-09-09","FULL","",390,390,100,0,0,"09:30","15:59","",""
"PEP","2026-09-10","FULL","",390,390,100,0,0,"09:30","15:59","",""
"PEP","2026-09-11","FULL","",390,390,100,0,0,"09:30","15:59","",""
"PEP","2026-09-14","FULL","",390,390,100,0,0,"09:30","15:59","",""
"PEP","2026-09-15","FULL","",390,390,100,0,0,"09:30","15:59","",""
"PEP","2026-09-16","FULL","",390,390,100,0,0,"09:30","15:59","",""
"PG","2026-09-08","FULL","",390,390,100,0,0,"09:30","15:59","",""
"PG","2026-09-09","FULL","",390,390,100,0,0,"09:30","15:59","",""
"PG","2026-09-10","FULL","",390,390,100,0,0,"09:30","15:59","",""
"PG","2026-09-11","FULL","",390,390,100,0,0,"09:30","15:59","",""
"PG","2026-09-14","FULL","",390,390,100,0,0,"09:30","15:59","",""
"PG","2026-09-15","FULL","",390,390,100,0,0,"09:30","15:59","",""
"PG","2026-09-16","FULL","",390,390,100,0,0,"09:30","15:59","",""
"PGR","2026-09-08","FULL","",390,390,100,0,0,"09:30","15:59","",""
"PGR","2026-09-09","FULL","",390,390,100,0,0,"09:30","15:59","",""
"PGR","2026-09-10","PARTIAL","1 duplicate timestamps",390,390,100,0,1,"09:30","15:59","","12:26"
"PGR","2026-09-11","PARTIAL","1 duplicate timestamps",390,390,100,0,1,"09:30","15:59","","13:11"
"PGR","2026-09-14","FULL","",390,390,100,0,0,"09:30","15:59","",""
"PGR","2026-09-15","FULL","",390,390,100,0,0,"09:30","15:59","",""
"PGR","2026-09-16","PARTIAL","1 duplicate timestamps",390,390,100,0,1,"09:30","15:59","","10:59"
"PLD","2026-09-08","FULL","",390,390,100,0,0,"09:30","15:59","",""
"PLD","2026-09-09","PARTIAL","1 duplicate timestamps",390,390,100,0,1,"09:30","15:59","","13:36"
"PLD","2026-09-10","FULL","",390,390,100,0,0,"09:30","15:59","",""
"PLD","2026-09-11","PARTIAL","1 duplicate timestamps",390,390,100,0,1,"09:30","15:59","","13:13"
"PLD","2026-09-14","FULL","",390,390,100,0,0,"09:30","15:59","",""
"PLD","2026-09-15","FULL","",390,390,100,0,0,"09:30","15:59","",""
"PLTR","2026-09-08","FULL","",390,390,100,0,0,"09:30","15:59","",""
"PLTR","2026-09-09","FULL","",390,390,100,0,0,"09:30","15:59","",""
"PLTR","2026-09-10","FULL","",390,390,100,0,0,"09:30","15:59","",""
"PLTR","2026-09-11","FULL","",390,390,100,0,0,"09:30","15:59","",""
"PLTR","2026-09-14","FULL","",390,390,100,0,0,"09:30","15:59","",""
"PLTR","2026-09-15","FULL","",390,390,100,0,0,"09:30","15:59","",""
"PLTR","2026-09-16","FULL","",390,390,100,0,0,"09:30","15:59","",""
"PM","2026-09-08","FULL","",390,390,100,0,0,"09:30","15:59","",""
"PM","2026-09-09","FULL","",390,390,100,0,0,"09:30","15:59","",""
"PM","2026-09-10","PARTIAL","1 duplicate timestamps",390,390,100,0,1,"09:30","15:59","","12:22"
"PM","2026-09-11","FULL","",390,390,100,0,0,"09:30","15:59","",""
"PM","2026-09-14","FULL","",390,390,100,0,0,"09:30","15:59","",""
"PM","2026-09-15","FULL","",390,390,100,0,0,"09:30","15:59","",""
"PM","2026-09-16","FULL","",390,390,100,0,0,"09:30","15:59","",""
"QCOM","2026-09-08","FULL","",390,390,100,0,0,"09:30","15:59","",""
"QCOM","2026-09-09","FULL","",390,390,100,0,0,"09:30","15:59","",""
"QCOM","2026-09-10","FULL","",390,390,100,0,0,"09:30","15:59","",""
"QCOM","2026-09-11","FULL","",390,390,100,0,0,"09:30","15:59","",""
"QCOM","2026-09-14","FULL","",390,390,100,0,0,"09:30","15:59","",""
"QCOM","2026-09-15","FULL","",390,390,100,0,0,"09:30","15:59","",""
"QCOM","2026-09-16","FULL","",390,390,100,0,0,"09:30","15:59","",""
"QQQ","—","INVALID","empty file",0,0,0,0,0,"—","—","",""
"RBLX","2026-09-08","FULL","",390,390,100,0,0,"09:30","15:59","",""
"RBLX","2026-09-09","FULL","",390,390,100,0,0,"09:30","15:59","",""
"RBLX","2026-09-10","FULL","",390,390,100,0,0,"09:30","15:59","",""
"RBLX","2026-09-11","FULL","",390,390,100,0,0,"09:30","15:59","",""
"RBLX","2026-09-14","FULL","",390,390,100,0,0,"09:30","15:59","",""
"RBLX","2026-09-15","FULL","",390,390,100,0,0,"09:30","15:59","",""
"RBLX","2026-09-16","FULL","",390,390,100,0,0,"09:30","15:59","",""
"RTX","2026-09-08","FULL","",390,390,100,0,0,"09:30","15:59","",""
"RTX","2026-09-09","FULL","",390,390,100,0,0,"09:30","15:59","",""
"RTX","2026-09-10","FULL","",390,390,100,0,0,"09:30","15:59","",""
"RTX","2026-09-11","FULL","",390,390,100,0,0,"09:30","15:59","",""
"RTX","2026-09-14","FULL","",390,390,100,0,0,"09:30","15:59","",""
"RTX","2026-09-15","FULL","",390,390,100,0,0,"09:30","15:59","",""
"RTX","2026-09-16","FULL","",390,390,100,0,0,"09:30","15:59","",""
"SBUX","2026-09-08","FULL","",390,390,100,0,0,"09:30","15:59","",""
"SBUX","2026-09-09","FULL","",390,390,100,0,0,"09:30","15:59","",""
"SBUX","2026-09-10","FULL","",390,390,100,0,0,"09:30","15:59","",""
"SBUX","2026-09-11","FULL","",390,390,100,0,0,"09:30","15:59","",""
"SBUX","2026-09-14","FULL","",390,390,100,0,0,"09:30","15:59","",""
"SBUX","2026-09-15","FULL","",390,390,100,0,0,"09:30","15:59","",""
"SCHW","2026-09-08","FULL","",390,390,100,0,0,"09:30","15:59","",""
"SCHW","2026-09-09","FULL","",390,390,100,0,0,"09:30","15:59","",""
"SCHW","2026-09-10","FULL","",390,390,100,0,0,"09:30","15:59","",""
"SCHW","2026-09-11","FULL","",390,390,100,0,0,"09:30","15:59","",""
"SCHW","2026-09-14","FULL","",390,390,100,0,0,"09:30","15:59","",""
"SCHW","2026-09-15","FULL","",390,390,100,0,0,"09:30","15:59","",""
"SCHW","2026-09-16","FULL","",390,390,100,0,0,"09:30","15:59","",""
"SHOP","2026-09-08","FULL","",390,390,100,0,0,"09:30","15:59","",""
"SHOP","2026-09-09","FULL","",390,390,100,0,0,"09:30","15:59","",""
"SHOP","2026-09-10","FULL","",390,390,100,0,0,"09:30","15:59","",""
"SHOP","2026-09-11","FULL","",390,390,100,0,0,"09:30","15:59","",""
"SHOP","2026-09-14","FULL","",390,390,100,0,0,"09:30","15:59","",""
"SHOP","2026-09-15","FULL","",390,390,100,0,0,"09:30","15:59","",""
"SHOP","2026-09-16","PARTIAL","1 duplicate timestamps",390,390,100,0,1,"09:30","15:59","","12:50"
"SMCI","2026-09-08","FULL","",390,390,100,0,0,"09:30","15:59","",""
"SMCI","2026-09-09","FULL","",390,390,100,0,0,"09:30","15:59","",""
"SMCI","2026-09-10","FULL","",390,390,100,0,0,"09:30","15:59","",""
"SMCI","2026-09-11","FULL","",390,390,100,0,0,"09:30","15:59","",""
"SMCI","2026-09-14","FULL","",390,390,100,0,0,"09:30","15:59","",""
"SMCI","2026-09-15","FULL","",390,390,100,0,0,"09:30","15:59","",""
"SMCI","2026-09-16","FULL","",390,390,100,0,0,"09:30","15:59","",""
"SMH","—","INVALID","empty file",0,0,0,0,0,"—","—","",""
"SNOW","2026-09-08","FULL","",390,390,100,0,0,"09:30","15:59","",""
"SNOW","2026-09-09","FULL","",390,390,100,0,0,"09:30","15:59","",""
"SNOW","2026-09-10","FULL","",390,390,100,0,0,"09:30","15:59","",""
"SNOW","2026-09-11","FULL","",390,390,100,0,0,"09:30","15:59","",""
"SNOW","2026-09-14","FULL","",390,390,100,0,0,"09:30","15:59","",""
"SNOW","2026-09-15","FULL","",390,390,100,0,0,"09:30","15:59","",""
"SNOW","2026-09-16","FULL","",390,390,100,0,0,"09:30","15:59","",""
"SO","2026-09-08","FULL","",390,390,100,0,0,"09:30","15:59","",""
"SO","2026-09-09","FULL","",390,390,100,0,0,"09:30","15:59","",""
"SO","2026-09-10","FULL","",390,390,100,0,0,"09:30","15:59","",""
"SO","2026-09-11","FULL","",390,390,100,0,0,"09:30","15:59","",""
"SO","2026-09-14","FULL","",390,390,100,0,0,"09:30","15:59","",""
"SO","2026-09-15","FULL","",390,390,100,0,0,"09:30","15:59","",""
"SPGI","2026-09-08","FULL","",390,390,100,0,0,"09:30","15:59","",""
"SPGI","2026-09-09","FULL","",390,390,100,0,0,"09:30","15:59","",""
"SPGI","2026-09-10","FULL","",390,390,100,0,0,"09:30","15:59","",""
"SPGI","2026-09-11","FULL","",390,390,100,0,0,"09:30","15:59","",""
"SPGI","2026-09-14","FULL","",390,390,100,0,0,"09:30","15:59","",""
"SPGI","2026-09-15","FULL","",390,390,100,0,0,"09:30","15:59","",""
"SPGI","2026-09-16","FULL","",390,390,100,0,0,"09:30","15:59","",""
"SPY","—","INVALID","empty file",0,0,0,0,0,"—","—","",""
"SYK","2026-09-08","FULL","",390,390,100,0,0,"09:30","15:59","",""
"SYK","2026-09-09","FULL","",390,390,100,0,0,"09:30","15:59","",""
"SYK","2026-09-10","FULL","",390,390,100,0,0,"09:30","15:59","",""
"SYK","2026-09-11","FULL","",390,390,100,0,0,"09:30","15:59","",""
"SYK","2026-09-14","FULL","",390,390,100,0,0,"09:30","15:59","",""
"SYK","2026-09-15","FULL","",390,390,100,0,0,"09:30","15:59","",""
"SYK","2026-09-16","FULL","",390,390,100,0,0,"09:30","15:59","",""
"T","2026-09-08","FULL","",390,390,100,0,0,"09:30","15:59","",""
"T","2026-09-09","FULL","",390,390,100,0,0,"09:30","15:59","",""
"T","2026-09-10","FULL","",390,390,100,0,0,"09:30","15:59","",""
